"﻿Source Name",Sample Name,Characteristics: Organism,Term Source REF,Term Accession Number,Characteristics: Strain,Term Source REF,Term Accession Number,Characteristics: Genotype,Term Source REF,Term Accession Number,Characteristics: Sex,Term Source REF,Term Accession Number,Characteristics: Material Type,Term Source REF,Term Accession Number,Factor Value: Spaceflight,Term Source REF,Term Accession Number,Factor Value: Duration,Unit,Term Source REF,Term Accession Number,Characteristics: Animal Source,Factor Value: Euthanasia Location,Term Source REF,Term Accession Number,Factor Value: Dissection Condition,Term Source REF,Term Accession Number,Factor Value: Age,Unit,Term Source REF,Term Accession Number,Protocol REF,Parameter Value: Light Cycle,Parameter Value: Diet,Term Source REF,Term Accession Number,Parameter Value: Feeding Schedule,Term Source REF,Term Accession Number,Protocol REF,Comment: LAR Animal Receipt Date at Scrippts,Comment: Euthanasia Dates,Comment: Dissection Dates,Parameter Value: Euthanasia Method,Term Source REF,Term Accession Number,Parameter Value: Carcass Preservation Method,Unit,Term Source REF,Term Accession Number,Parameter Value: Sample Preservation Method,Term Source REF,Term Accession Number,Parameter Value: Sample Storage Temperature,Unit,Term Source REF,Term Accession Number
HC_ISS_07,RR8_LVR_GC_ISS-T_YNG_GI7,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,10 to 12 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_08,RR8_LVR_GC_ISS-T_YNG_GI8,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,10 to 12 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_09,RR8_LVR_GC_ISS-T_YNG_GI9,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,10 to 12 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_10,RR8_LVR_GC_ISS-T_YNG_GI10,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,10 to 12 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_11,RR8_LVR_GC_ISS-T_OLD_GI11,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_12,RR8_LVR_GC_ISS-T_OLD_GI12,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_13,RR8_LVR_GC_ISS-T_OLD_GI13,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_14,RR8_LVR_GC_ISS-T_OLD_GI14,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_15,RR8_LVR_GC_ISS-T_OLD_GI15,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_16,RR8_LVR_GC_ISS-T_OLD_GI16,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_17,RR8_LVR_GC_ISS-T_OLD_GI17,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_18,RR8_LVR_GC_ISS-T_OLD_GI18,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_19,RR8_LVR_GC_ISS-T_OLD_GI19,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_ISS_20,RR8_LVR_GC_ISS-T_OLD_GI20,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,24 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Carcass,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,Not applicable,29-Dec-18,29-Dec-18 and 7-Jan-20 to 9-Jan-20,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_LAR_01,RR8_LVR_GC_LAR_YNG_GL1,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,~40 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Upon euthanasia,,,10 to 12 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,15-Jan-19,17-Jan-19,17-Jan-19,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,Not Applicable,Not Applicable,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_LAR_02,RR8_LVR_GC_LAR_YNG_GL2,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,~40 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Upon euthanasia,,,10 to 12 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,15-Jan-19,17-Jan-19,17-Jan-19,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,Not Applicable,Not Applicable,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_LAR_03,RR8_LVR_GC_LAR_OLD_GL3,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,~40 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Upon euthanasia,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,15-Jan-19,17-Jan-19,17-Jan-19,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,Not Applicable,Not Applicable,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_LAR_04,RR8_LVR_GC_LAR_OLD_GL4,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,~40 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Upon euthanasia,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,15-Jan-19,17-Jan-19,17-Jan-19,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,Not Applicable,Not Applicable,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_LAR_05,RR8_LVR_GC_LAR_YNG_GL5,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,~40 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Upon euthanasia,,,10 to 12 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,15-Jan-19,17-Jan-19,17-Jan-19,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,Not Applicable,Not Applicable,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_LAR_06,RR8_LVR_GC_LAR_YNG_GL6,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,~40 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Upon euthanasia,,,10 to 12 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,15-Jan-19,17-Jan-19,17-Jan-19,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,Not Applicable,Not Applicable,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
HC_LAR_07,RR8_LVR_GC_LAR_OLD_GL7,Mus musculus,NCBITAXON,http://purl.bioontology.org/ontology/NCBITAXON/10090,BALB/cAnNTac,,,Wild Type,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195,Female,MESH,http://purl.bioontology.org/ontology/MESH/D005260,Left Lobe of the Liver,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32965,Ground Control,,,~40 day,day,UO,http://purl.obolibrary.org/obo/UO_0000033,Taconic Biosciences,On Earth,,,Upon euthanasia,,,32 week,week,UO,http://purl.obolibrary.org/obo/UO_0000034,Animal Husbandry,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),OSD,https://osdr.nasa.gov/,ad libitum,,,Sample Collection,15-Jan-19,17-Jan-19,17-Jan-19,ketamine/xylazine overdose and exsanguination/double thoracotomy,OSD,https://osdr.nasa.gov/,Not Applicable,Not Applicable,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48660,Liquid Nitrogen,NCIT,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796,-80 degree Celsius,degree Celsius,UO,http://purl.obolibrary.org/obo/UO_0000027
